plz;note
18609;Binz
19053;Schwerin
19055;Schwerin
19057;Schwerin
19059;Schwerin
19061;Schwerin
19063;Schwerin
19065;Pinnow
19067;Leezen
19069;Lübstorf
19071;Brüsewitz
19073;Wittenförden u.a.
19075;Pampow
19077;Rastow
19079;Banzkow, Sukow
19086;Plate
19089;Crivitz, Friedrichsruhe u.a.
19205;Gadebusch u.a.
19209;Lützow
19217;Rehna, Carlow u.a.
19230;Hagenow u.a.
19243;Wittenburg u.a.
19246;Zarrentin
19249;Lübtheen
19258;Boizenburg, Gresse, Greven u.a.
19260;Vellahn
19273;Amt Neuhaus, Stapel
19288;Ludwigslust
19294;Neu Kaliß
19300;Grabow u.a.
19303;Dömitz
19306;Neustadt-Glewe
19309;Lenzen
19322;Wittenberge, Rühstädt
19336;Legde/Quitzöbel, Bad Wilsnack
19339;Plattenburg
19348;Perleberg, Berge u.a.
19357;Karstädt, Dambeck, Klüß
19370;Parchim
19372;Spornitz
19374;Domsühl, Mestlin, Obere Warnow u.a.
19376;Marnitz, Siggelkow
19386;Lübz, Passow
19395;Plau am See
19399;Goldberg
19406;Sternberg
19412;Brüel
19417;Warin
20095;Hamburg
20097;Hamburg
20099;Hamburg
20144;Hamburg
20146;Hamburg
20148;Hamburg
20149;Hamburg
20249;Hamburg
20251;Hamburg
20253;Hamburg
20255;Hamburg
20257;Hamburg
20259;Hamburg
20354;Hamburg
20355;Hamburg
20357;Hamburg
20359;Hamburg
20457;Hamburg
20459;Hamburg
20535;Hamburg
20537;Hamburg
20539;Hamburg
21029;Hamburg
21031;Hamburg
21033;Hamburg
21035;Hamburg
21037;Hamburg
21039;Hamburg
21073;Hamburg
21075;Hamburg
21077;Hamburg
21079;Hamburg
21107;Hamburg
21109;Hamburg
21129;Hamburg
21147;Hamburg
21149;Hamburg
21217;Seevetal
21218;Seevetal
21220;Seevetal
21224;Rosengarten
21227;Bendestorf
21228;Harmstorf
21244;Buchholz in der Nordheide
21255;Tostedt, Kakenstorf u.a.
21256;Handeloh
21258;Heidenau
21259;Otter
21261;Welle
21266;Jesteburg
21271;Hanstedt, Asendorf
21272;Egestorf
21274;Undeloh
21279;Hollenstedt, Drestedt u.a.
21335;Lüneburg
21337;Lüneburg
21339;Lüneburg
21354;Bleckede
21357;Bardowick, Wittorf, Barum
21358;Mechtersen
21360;Vögelsen
21365;Adendorf
21368;Dahlenburg
21369;Nahrendorf
21371;Tosterglope
21376;Salzhausen
21379;Scharnebeck, Echem, Lüdersburg, Rullstorf
21380;Artlenburg
21382;Brietlingen
21385;Oldendorf (Luhe), Amelinghausen, Rehlingen
21386;Betzendorf
21388;Soderstorf
21391;Reppenstedt, Lüneburg
21394;Kirchgellersen, Westergellersen, Südergellersen
21395;Tespe
21397;Barendorf, Vastorf
21398;Neetze
21400;Reinstorf
21401;Thomasburg
21403;Wendisch Evern
21406;Melbeck, Barnstedt
21407;Deutsch Evern
21409;Embsen
21423;Winsen
21435;Stelle
21436;Marschacht
21438;Brackel
21439;Marxen
21441;Garstedt
21442;Toppenstedt
21444;Vierhöfen
21445;Wulfsen
21447;Handorf
21449;Radbruch
21465;Reinbek
21481;Lauenburg/Elbe
21483;Gülzow
21493;Schwarzenbek u.a.
21502;Geesthacht
21509;Glinde
21514;Bröthen
21516;Woltersdorf, Müssen u.a.
21521;Aumühle
21522;Hohnstorf (Elbe), Hittbergen
21524;Brunstorf
21526;Hohenhorn
21527;Kollow
21529;Kröppelshagen-Fahrendorf
21614;Buxtehude
21629;Neu Wulmstorf
21635;Jork
21640;Horneburg
21641;Apensen
21643;Beckdorf
21644;Sauensiek
21646;Halvesbostel
21647;Moisburg
21649;Regesbostel
21680;Stade
21682;Stade
21683;Stade
21684;Stade
21698;Harsefeld
21702;Ahlerstedt
21706;Drochtersen
21709;Himmelpforten
21710;Engelschoff
21712;Großenwörden
21714;Hammah
21717;Fredenbeck
21720;Grünendeich
21723;Hollern-Twielenfleth
21726;Oldendorf
21727;Estorf
21729;Freiburg (Elbe)
21730;Balje
21732;Krummendeich
21734;Oederquart
21737;Wischhafen
21739;Dollern
21745;Hemmoor
21755;Hechthausen
21756;Osten
21762;Otterndorf
21763;Neuenkirchen
21765;Nordleda
21769;Lamstedt
21770;Mittelstenahe
21772;Stinstedt
21775;Ihlienworth
21776;Wanna
21781;Cadenberge
21782;Bülkau
21785;Neuhaus (Oste)
21787;Oberndorf
21789;Wingst
22041;Hamburg
22043;Hamburg
22045;Hamburg
22047;Hamburg
22049;Hamburg
22081;Hamburg
22083;Hamburg
22085;Hamburg
22087;Hamburg
22089;Hamburg
22111;Hamburg
22113;Hamburg, Oststeinbek
22115;Hamburg
22117;Hamburg
22119;Hamburg
22143;Hamburg
22145;Hamburg
22147;Hamburg
22149;Hamburg
22159;Hamburg
22175;Hamburg
22177;Hamburg
22179;Hamburg
22297;Hamburg
22299;Hamburg
22301;Hamburg
22303;Hamburg
22305;Hamburg
22307;Hamburg
22309;Hamburg
22335;Hamburg
22337;Hamburg
22339;Hamburg
22359;Hamburg
22391;Hamburg
22393;Hamburg
22395;Hamburg
22397;Hamburg
22399;Hamburg
22415;Hamburg
22417;Hamburg
22419;Hamburg
22453;Hamburg
22455;Hamburg
22457;Hamburg
22459;Hamburg
22523;Hamburg
22525;Hamburg
22527;Hamburg
22529;Hamburg
22547;Hamburg
22549;Hamburg
22559;Hamburg
22587;Hamburg
22589;Hamburg
22605;Hamburg
22607;Hamburg
22609;Hamburg
22761;Hamburg
22763;Hamburg
22765;Hamburg
22767;Hamburg
22769;Hamburg
22844;Norderstedt
22846;Norderstedt
22848;Norderstedt
22850;Norderstedt
22851;Norderstedt
22869;Schenefeld
22880;Wedel
22885;Barsbüttel
22889;Tangstedt
22926;Ahrensburg
22927;Großhansdorf
22929;Hamfelde, Kasseburg, Köthel, Rausdorf, Schönberg
22941;Bargteheide, Delingsdorf u.a.
22946;Trittau
22949;Ammersbek
22952;Lütjensee
22955;Hoisdorf
22956;Grönwohld
22958;Kuddewörde
22959;Linau
22961;Hoisdorf
22962;Siek
22964;Steinburg
22965;Todendorf
22967;Tremsbüttel
22969;Witzhave
23552;Lübeck
23554;Lübeck St. Lorenz Nord
23556;Lübeck
23558;Lübeck
23560;Lübeck
23562;Lübeck
23564;Lübeck
23566;Lübeck
23568;Lübeck Schlutup/St. Gertrud
23569;Lübeck
23570;Lübeck
23611;Bad Schwartau
23617;Stockelsdorf
23619;Zarpen
23623;Ahrensbök
23626;Ratekau
23627;Groß Grönau
23628;Krummesse, Klempau
23629;Sarkwitz
23669;Timmendorfer Strand
23683;Scharbeutz
23684;Scharbeutz, Süsel
23689;Pansdorf
23701;Eutin, Süsel
23714;Malente, Kirchnüchel
23715;Bosau
23717;Kasseedorf
23719;Glasau
23730;Neustadt
23738;Lensahn
23743;Grömitz
23744;Schönwalde am Bungsberg
23746;Kellenhusen
23747;Dahme
23749;Grube
23758;Oldenburg in Holstein
23769;Fehmarn
23774;Heiligenhafen
23775;Großenbrode
23777;Heringsdorf
23779;Neukirchen
23795;Bad Segeberg
23812;Wahlstedt
23813;Nehms
23815;Geschendorf
23816;Leezen
23818;Neuengörs
23820;Pronstorf
23821;Rohlstorf
23823;Seedorf
23824;Tensfeld
23826;Bark
23827;Wensin
23829;Wittenborn
23843;Bad Oldesloe
23845;Seth
23847;Lasbek
23858;Reinfeld (Holstein)
23860;Klein Wesenberg
23863;Bargfeld-Stegen
23866;Nahe
23867;Sülfeld
23869;Elmenhorst
23879;Mölln
23881;Breitenfelde, Lankau
23883;Sterley
23896;Nusse
23898;Sandesneben u.a.
23899;Gudow
23909;Ratzeburg
23911;Ziethen
23919;Berkenthin
23923;Schönberg
23936;Grevesmühlen, Stepenitztal, Upahl u.a.
23942;Dassow
23946;Boltenhagen
23948;Klütz
23966;Wismar, Groß Krankow u.a.
23968;Barnekow, Gägelow u.a.
23970;Wismar
23972;Dorf Mecklenburg, Lübow u.a.
23974;Neuburg-Steinhausen, Hornstorf
23992;Neukloster
23996;Bad Kleinen u.a.
23999;Insel Poel
24103;Kiel
24105;Kiel
24106;Kiel
24107;Kiel
24109;Melsdorf
24111;Kiel Russee
24113;Kiel
24114;Kiel
24116;Kiel
24118;Kiel
24119;Kronshagen
24143;Kiel
24145;Kiel
24146;Kiel
24147;Kiel
24148;Kiel
24149;Kiel
24159;Kiel
24161;Altenholz
24211;Preetz
24214;Gettorf u.a.
24217;Schönberg (Holstein)
24220;Flintbek
24222;Schwentinental
24223;Schwentinetal
24226;Heikendorf
24229;Dänischenhagen
24232;Schönkirchen
24235;Laboe
24238;Selent
24239;Achterwehr
24241;Blumenthal
24242;Felde
24244;Felm
24245;Kirchbarkau
24247;Mielkendorf
24248;Mönkeberg
24250;Nettelsee
24251;Osdorf
24253;Probsteierhagen
24254;Rumohr
24256;Fargau-Pratjau
24257;Hohenfelde
24259;Westensee
24306;Plön
24321;Lütjenburg
24326;Ascheberg
24327;Blekendorf
24329;Grebin
24340;Eckernförde
24351;Damp
24354;Kosel, Rieseby u.a.
24357;Fleckeby u.a.
24358;Ascheffel
24360;Barkelsby
24361;Groß Wittensee u.a.
24363;Holtsee
24364;Holzdorf
24366;Loose
24367;Osterby
24369;Waabs
24376;Kappeln
24392;Süderbrarup
24395;Gelting
24398;Dörphof
24399;Arnis, Marienhof
24401;Böel
24402;Esgrus
24404;Maasholm, Schleimünde
24405;Mohrkirch, Rügge
24407;Rabenkirchen-Faulück
24409;Stoltebüll
24534;Neumünster
24536;Neumünster
24537;Neumünster
24539;Neumünster
24558;Henstedt-Ulzburg
24568;Kaltenkirchen
24576;Bad Bramstedt
24582;Bordesholm
24589;Nortorf
24594;Hohenwestedt
24598;Boostedt
24601;Wankendorf
24610;Trappenkamp
24613;Aukrug, Wiedenborstel
24616;Brokstedt
24619;Börnhöved
24620;Bönebüttel
24622;Gnutz
24623;Großenaspe
24625;Großharrie
24626;Groß Kummerfeld
24628;Hartenholm
24629;Kisdorf
24631;Langwedel
24632;Lentföhrden
24634;Padenstedt
24635;Rickling
24637;Schillsdorf
24638;Schmalensee
24640;Schmalfeld
24641;Sievershütten
24643;Struvenhütten
24644;Timmaspe
24646;Warder
24647;Wasbek
24649;Wiemersdorf
24768;Rendsburg
24782;Büdelsdorf, Rickert
24783;Osterrönfeld
24784;Westerrönfeld
24787;Fockbek
24790;Schacht-Audorf
24791;Alt Duvenstedt
24793;Bargstedt, Brammer, Oldenbüttel
24794;Borgstedt
24796;Bredenbek
24797;Breiholz u.a.
24799;Meggerdorf, Friedrichsholm, Friedrichsgraben u.a.
24800;Elsdorf-Westermühlen
24802;Emkendorf
24803;Erfde
24805;Hamdorf
24806;Hohn
24808;Jevenstedt
24809;Nübbel
24811;Owschlag u.a.
24813;Schülp bei Rendsburg
24814;Sehestedt
24816;Hamweddel
24817;Tetenhusen
24819;Todenbüttel
24837;Schleswig
24848;Kropp u.a.
24850;Schuby
24852;Eggebek, Langstedt, Sollerup, Süderhackstedt
24855;Bollingstedt, Jübek
24857;Fahrdorf
24860;Böklund u.a.
24861;Bergenhusen
24863;Börm
24864;Brodersby, Goltoft
24866;Busdorf
24867;Dannewerk
24869;Dörpstedt
24870;Ellingstedt
24872;Groß Rheide
24873;Havetoft
24876;Hollingstedt
24878;Jagel, Lottorf
24879;Idstedt
24881;Nübel
24882;Schaalby, Geelbek
24884;Selk, Geltdorf, Hahnekrug
24885;Sieverstedt
24887;Silberstedt, Schwittschau
24888;Steinfeld, Loit
24890;Stolk
24891;Struxdorf, Schnarup-Thumby
24893;Taarstedt
24894;Tolk, Twedt
24896;Treia, Ahrenviölfeld
24897;Ulsnis
24899;Wohlde
24937;Flensburg
24939;Flensburg
24941;Flensburg
24943;Flensburg, Tastrup
24944;Flensburg
24955;Harrislee
24960;Glücksburg, Munkbrarup
24963;Tarp
24966;Sörup
24969;Großenwiehe, Lindewitt
24972;Steinberg, Steinbergkirche
24975;Husby
24976;Handewitt
24977;Langballig
24980;Schafflund, Meyn u.a.
24983;Handewitt
24986;Mittelangeln
24988;Oeversee
24989;Dollerup
24991;Großsolt
24992;Jörl
24994;Medelby
24996;Sterup
24997;Wanderup
24999;Wees
25335;Elmshorn
25336;Elmshorn
25337;Elmshorn
25348;Glückstadt
25355;Barmstedt
25358;Horst
25361;Krempe, Grevenkop, Süderau, Muchelndorf
25364;Brande-Hörnerkirchen
25365;Klein Offenseth-Sparrieshoop
25368;Kiebitzreihe
25370;Seester
25371;Seestermühe
25373;Ellerhoop
25376;Borsfleth
25377;Kollmar, Pagensand
25379;Herzhorn, Kamerlanderdeich
25421;Pinneberg
25436;Uetersen
25451;Quickborn
25462;Rellingen
25469;Halstenbek
25474;Ellerbek
25479;Ellerau
25482;Appen
25485;Hemdingen
25486;Alveslohe
25488;Holm
25489;Haseldorf
25491;Hetlingen
25492;Heist
25494;Borstel-Hohenraden
25495;Kummerfeld
25497;Prisdorf
25499;Tangstedt
25524;Itzehoe
25541;Brunsbüttel
25548;Kellinghusen
25551;Hohenlockstedt
25554;Wilster
25557;Hanerau-Hademarschen, Seefeld u.a.
25560;Schenefeld
25563;Wrist
25566;Lägerdorf
25569;Kremperheide
25572;Sankt Margarethen
25573;Beidenfleth, Klein Kampen
25575;Beringstedt
25576;Brokdorf
25578;Dägeling, Neuenbrook
25579;Fitzbek
25581;Hennstedt
25582;Hohenaspe
25584;Holstenniendorf
25585;Lütjenwestedt, Tackesdorf
25587;Münsterdorf
25588;Oldendorf
25590;Osterstedt
25591;Ottenbüttel
25593;Reher
25594;Vaale
25596;Wacken
25597;Westermoor
25599;Wewelsfleth
25693;Sankt Michaelisdonn, Gudendorf, Volsemenhusen, Trennewurth
25704;Meldorf
25709;Kronprinzenkoog, Marne u.a.
25712;Burg (Dithmarschen)
25715;Eddelak, Averlak, Dingen, Ramhusen
25718;Friedrichskoog
25719;Barlt, Busenwurth
25721;Eggstedt
25724;Neufeld, Schmedeswurth
25725;Schafstedt, Weidenhof, Bornholt
25727;Süderhastedt
25729;Windbergen
25746;Heide u.a.
25761;Büsum
25764;Wesselburen
25767;Albersdorf
25770;Hemmingstedt
25774;Lunden
25776;Sankt Annen, Rehm-Flehde-Bargen
25779;Hennstedt
25782;Tellingstedt
25785;Nordhastedt
25786;Dellstedt
25788;Delve
25791;Linden, Barkenholm
25792;Neuenkirchen
25794;Pahlen
25795;Weddingstedt
25797;Wöhrden
25799;Wrohm
25813;Husum, Schwesing u.a.
25821;Bredstedt, Breklum u.a.
25826;Sankt Peter-Ording
25832;Tönning
25836;Garding, Osterhever, Poppenbüll u.a.
25840;Friedrichstadt, Koldenbüttel u.a.
25842;Langenhorn, Ockholm u.a.
25845;Nordstrand, Elisabeth-Sophien-Koog, Südfall
25849;Süderoog, Pellworm
25850;Behrendorf, Bondelum
25852;Bordelum
25853;Ahrenshöft
25855;Haselund
25856;Hattstedt u.a.
25858;Högel
25859;Hallig Hooge
25860;Horstedt
25862;Joldelund
25863;Langeneß
25864;Löwenstedt
25866;Mildstedt
25867;Oland
25869;Habel, Gröde
25870;Oldenswort
25872;Ostenfeld
25873;Rantrum
25876;Schwabstedt
25878;Drage, Seeth
25879;Stapel
25881;Tating, Westerhever, Tümlauer Koog
25882;Tetenbüll
25884;Viöl
25885;Wester-Ohrstedt
25887;Winnert
25889;Uelvesbüll, Witzwort
25899;Niebüll
25917;Leck
25920;Risum-Lindholm, Stedesand
25923;Süderlügum, Braderup u.a.
25924;Rodenäs
25926;Ladelund
25927;Neukirchen, Aventoft
25938;Föhr
25946;Amrum
25980;Sylt
25992;List
25996;Wenningstedt-Braderup (Sylt)
25997;Hörnum (Sylt)
25999;Kampen (Sylt)
26121;Oldenburg (Oldenburg)
26122;Oldenburg
26123;Oldenburg (Oldenburg)
26125;Oldenburg (Oldenburg)
26127;Oldenburg (Oldenburg)
26129;Oldenburg (Oldenburg)
26131;Oldenburg (Oldenburg)
26133;Oldenburg (Oldenburg)
26135;Oldenburg (Oldenburg)
26160;Bad Zwischenahn
26169;Friesoythe
26180;Rastede
26188;Edewecht
26197;Großenkneten
26203;Wardenburg
26209;Hatten
26215;Wiefelstede
26219;Bösel
26316;Varel
26340;Zetel
26345;Bockhorn
26349;Jade
26382;Wilhelmshaven
26384;Wilhelmshaven
26386;Wilhelmshaven
26388;Wilhelmshaven
26389;Wilhelmshaven
26409;Wittmund
26419;Schortens
26427;Esens, Neuharlingersiel u.a.
26434;Wangerland
26441;Jever
26446;Friedeburg
26452;Sande
26465;Langeoog
26474;Spiekeroog
26486;Wangerooge
26487;Blomberg, Neuschoo
26489;Ochtersum
26506;Norden
26524;Hage, Halbemond u.a.
26529;Upgant-Schott, Osteel u.a.
26532;Großheide
26548;Norderney
26553;Dornum
26556;Westerholt, Schweindorf u.a.
26571;Juist, Memmert
26579;Baltrum
26603;Aurich
26605;Aurich
26607;Aurich
26624;Südbrookmerland
26629;Großefehn
26632;Ihlow
26639;Wiesmoor
26655;Westerstede
26670;Uplengen
26676;Barßel
26683;Saterland
26689;Apen
26721;Emden
26723;Emden
26725;Emden
26736;Krummhörn
26757;Borkum
26759;Hinte
26789;Leer
26802;Moormerland
26810;Westoverledingen
26817;Rhauderfehn
26826;Weener
26831;Bunde
26835;Hesel, Neukamperfehn u.a.
26842;Ostrhauderfehn
26844;Jemgum
26845;Nortmoor
26847;Detern
26849;Filsum
26871;Papenburg
26892;Dörpen, Lehe, u.a.
26897;Esterwegen u.a.
26899;Rhede (Ems)
26901;Lorup, Rastdorf
26903;Surwold
26904;Börger
26906;Dersum
26907;Walchum
26909;Neubörger, Neulehe
26919;Brake
26931;Elsfleth
26935;Stadland
26936;Stadland
26937;Stadland
26939;Ovelgönne
26954;Nordenham
26969;Butjadingen
27211;Bassum
27232;Sulingen
27239;Twistringen
27243;Harpstedt, Groß Ippener, Colnrade u.a.
27245;Bahrenborstel, Barenburg, Kirchdorf
27246;Borstel
27248;Ehrenburg
27249;Maasen, Mellinghausen
27251;Neuenkirchen, Scholen
27252;Schwaförden
27254;Siedenburg, Staffhorst
27257;Affinghausen und Sudwalde
27259;Freistatt, Varrel, Wehrbleck
27283;Verden
27299;Langwedel
27305;Bruchhausen-Vilsen
27308;Kirchlinteln
27313;Dörverden
27318;Hoya, Hoyerhagen, Hilgermissen
27321;Thedinghausen, Emtinghausen
27324;Eystrup, Hassel u.a.
27327;Martfeld, Schwarme
27330;Asendorf
27333;Schweringen, Warpe, Bücken
27336;Rethem (Aller), Häuslingen, Frankenfeld
27337;Blender
27339;Riede
27356;Rotenburg
27367;Sottrum, Reeßum, Bötersen u.a.
27374;Visselhövede
27383;Scheeßel
27386;Bothel, Kirchwalsede u.a.
27389;Fintel, Lauenbrück u.a.
27404;Zeven, Elsdorf
27412;Tarmstedt, Breddorf u.a.
27419;Sittensen u.a.
27432;Bremervörde
27442;Gnarrenburg
27446;Selsingen
27449;Kutenholz
27472;Cuxhaven
27474;Cuxhaven
27476;Cuxhaven
27478;Cuxhaven
27498;Helgoland
27499;Neuwerk
27568;Bremerhaven, Bremen
27570;Bremerhaven
27572;Bremerhaven
27574;Bremerhaven
27576;Bremerhaven
27578;Bremerhaven
27580;Bremerhaven
27607;Geestland
27612;Loxstedt
27616;Beverstedt
27619;Schiffdorf
27624;Geestland
27628;Hagen
27639;Wurster Nordseeküste
27711;Osterholz-Scharmbeck
27721;Ritterhude
27726;Worpswede
27729;Hambergen, Holste u.a.
27749;Delmenhorst
27751;Delmenhorst
27753;Delmenhorst
27755;Delmenhorst
27777;Ganderkesee
27793;Wildeshausen
27798;Hude (Oldenburg)
27801;Dötlingen
27804;Berne
27809;Lemwerder
28195;Bremen
28197;Bremen
28199;Bremen
28201;Bremen
28203;Bremen
28205;Bremen
28207;Bremen
28209;Bremen
28211;Bremen
28213;Bremen
28215;Bremen
28217;Bremen
28219;Bremen
28237;Bremen
28239;Bremen
28259;Bremen
28277;Bremen
28279;Bremen
28307;Bremen
28309;Bremen
28325;Bremen
28327;Bremen
28329;Bremen
28355;Bremen
28357;Bremen
28359;Bremen
28717;Bremen
28719;Bremen
28755;Bremen
28757;Bremen
28759;Bremen
28777;Bremen
28779;Bremen
28790;Schwanewede
28816;Stuhr
28832;Achim
28844;Weyhe
28857;Syke
28865;Lilienthal
28870;Ottersberg
28876;Oyten
28879;Grasberg
29221;Celle
29223;Celle
29225;Celle
29227;Celle
29229;Celle, Wittbeck
29303;Bergen, Lohheide u.a.
29308;Winsen (Aller)
29313;Hambühren
29320;Hermannsburg
29323;Wietze
29328;Faßberg
29331;Lachendorf
29336;Nienhagen
29339;Wathlingen
29342;Wienhausen
29345;Unterlüß
29348;Eschede
29351;Eldingen
29352;Adelheidsdorf
29353;Ahnsbeck
29355;Beedenbostel
29356;Bröckel
29358;Eicklingen
29359;Habighorst
29361;Höfer
29362;Hohne
29364;Langlingen
29365;Sprakensehl
29367;Steinhorst
29369;Ummern
29378;Wittingen
29379;Wittingen
29386;Hankensbüttel, Obernholz, Dedelstorf
29389;Bad Bodenteich
29392;Wesendorf
29393;Groß Oesingen
29394;Lüder
29396;Schönewörde
29399;Wahrenholz
29410;Salzwedel
29413;Dähre, Diesdorf, Wallstawe
29416;Kuhfelde
29439;Lüchow
29451;Dannenberg
29456;Hitzacker (Elbe)
29459;Clenze
29462;Wustrow
29465;Schnega
29468;Bergen
29471;Gartow
29472;Damnatz
29473;Göhrde
29475;Gorleben
29476;Gusborn
29478;Höhbeck
29479;Jameln
29481;Karwitz
29482;Küsten
29484;Langendorf
29485;Lemgow
29487;Luckau (Wendland)
29488;Lübbow
29490;Neu Darchau
29491;Prezelle
29493;Schnackenburg
29494;Trebel
29496;Waddeweitz
29497;Woltersdorf
29499;Zernien
29525;Uelzen
29549;Bad Bevensen
29553;Bienenbüttel
29556;Suderburg
29559;Wrestedt
29562;Suhlendorf
29565;Wriedel
29571;Rosche
29574;Ebstorf
29575;Altenmedingen
29576;Barum
29578;Eimke
29579;Emmendorf
29581;Gerdau
29582;Hanstedt
29584;Himbergen
29585;Jelmstorf
29587;Natendorf
29588;Oetzen
29590;Rätzlingen
29591;Römstedt
29593;Schwienau
29594;Soltendiek
29597;Stoetze
29599;Weste
29614;Soltau
29633;Munster
29640;Schneverdingen, Heimbuch
29643;Neuenkirchen
29646;Bispingen
29649;Wietzendorf
29664;Walsrode, Ostenholz
29683;Bad Fallingbostel, Osterheide
29690;Schwarmstedt u.a.
29693;Hodenhagen u.a.
29699;Bomlitz
30159;Hannover
30161;Hannover
30163;Hannover
30165;Hannover
30167;Hannover
30169;Hannover
30171;Hannover
30173;Hannover
30175;Hannover
30177;Hannover
30179;Hannover
30419;Hannover
30449;Hannover
30451;Hannover
30453;Hannover
30455;Hannover
30457;Hannover
30459;Hannover
30519;Hannover
30521;Hannover
30539;Hannover
30559;Hannover
30625;Hannover
30627;Hannover
30629;Hannover
30655;Hannover
30657;Hannover
30659;Hannover
30669;Langenhagen (Flughafen)
30823;Garbsen
30826;Garbsen
30827;Garbsen
30851;Langenhagen
30853;Langenhagen
30855;Langenhagen
30880;Laatzen
30890;Barsinghausen
30900;Wedemark
30916;Isernhagen
30926;Seelze
30938;Burgwedel
30952;Ronnenberg
30966;Hemmingen
30974;Wennigsen (Deister)
30982;Pattensen
30989;Gehrden
31008;Elze
31020;Salzhemmendorf
31028;Gronau (Leine)
31036;Eime
31061;Alfeld (Leine)
31073;Grünenplan, Delligsen
31079;Sibbesse
31084;Freden (Leine)
31089;Duingen
31134;Hildesheim
31135;Hildesheim
31137;Hildesheim
31139;Hildesheim
31141;Hildesheim
31157;Sarstedt
31162;Bad Salzdetfurth
31167;Bockenem
31171;Nordstemmen
31174;Schellerten
31177;Harsum
31180;Giesen
31185;Söhlde
31188;Holle
31191;Algermissen
31195;Lamspringe
31199;Diekholzen
31224;Peine
31226;Peine
31228;Peine
31234;Edemissen
31241;Ilsede
31246;Lahstedt
31249;Hohenhameln
31275;Lehrte
31303;Burgdorf
31311;Uetze
31319;Sehnde
31515;Wunstorf
31535;Neustadt am Rübenberge
31542;Bad Nenndorf
31547;Rehburg-Loccum
31552;Apelern, Rodenberg
31553;Auhagen, Sachsenhagen
31555;Suthfeld
31556;Wölpinghausen
31558;Hagenburg
31559;Haste, Hohnhorst
31582;Nienburg/Weser
31592;Stolzenau
31595;Steyerberg
31600;Uchte
31603;Diepenau
31604;Raddestorf
31606;Warmsen
31608;Marklohe
31609;Balge
31613;Wietzen
31618;Liebenau
31619;Binnen
31621;Pennigsehl
31622;Heemsen
31623;Drakenburg
31626;Haßbergen
31627;Rohrsen
31628;Landesbergen
31629;Estorf
31632;Husum
31633;Leese
31634;Steimbke
31636;Linsburg
31637;Rodewald
31638;Stöckse
31655;Stadthagen
31675;Bückeburg
31683;Obernkirchen
31688;Nienstädt
31691;Helpsen, Seggebruch
31693;Hespe
31698;Lindhorst
31699;Beckedorf
31700;Heuerßen
31702;Lüdersfeld
31707;Heeßen, Bad Eilsen
31708;Ahnsen
31710;Buchholz
31711;Luhden
31712;Niederwöhren
31714;Lauenhagen
31715;Meerbeck
31717;Nordsehl
31718;Pollhagen
31719;Wiedensahl
31737;Rinteln
31749;Auetal
31785;Hameln
31787;Hameln
31789;Hameln
31812;Bad Pyrmont
31832;Springe
31840;Hessisch Oldendorf
31848;Bad Münder am Deister
31855;Aerzen
31860;Emmerthal
31863;Coppenbrügge
31867;Pohle, Lauenau, Messenkamp, Hülsede etc
31868;Ottenstein
32049;Herford
32051;Herford
32052;Herford
32105;Bad Salzuflen
32107;Bad Salzuflen
32108;Bad Salzuflen
32120;Hiddenhausen
32130;Enger
32139;Spenge
32257;Bünde
32278;Kirchlengern
32289;Rödinghausen
32312;Lübbecke
32339;Espelkamp
32351;Stemwede
32361;Preußisch Oldendorf
32369;Rahden
32423;Minden
32425;Minden
32427;Minden
32429;Minden
32457;Porta Westfalica
32469;Petershagen
32479;Hille
32545;Bad Oeynhausen
32547;Bad Oeynhausen
32549;Bad Oeynhausen
32584;Löhne
32602;Vlotho
32609;Hüllhorst
32657;Lemgo
32676;Lügde
32683;Barntrup
32689;Kalletal
32694;Dörentrup
32699;Extertal
32756;Detmold
32758;Detmold
32760;Detmold
32791;Lage
32805;Horn-Bad Meinberg
32816;Schieder-Schwalenberg
32825;Blomberg
32832;Augustdorf
32839;Steinheim
33014;Bad Driburg
33034;Brakel
33039;Nieheim
33098;Paderborn
33100;Paderborn
33102;Paderborn
33104;Paderborn
33106;Paderborn
33129;Delbrück
33142;Büren
33154;Salzkotten
33161;Hövelhof
33165;Lichtenau
33175;Bad Lippspringe
33178;Borchen
33181;Wünnenberg
33184;Altenbeken
33189;Schlangen
33330;Gütersloh
33332;Gütersloh
33333;Bertelsmann
33334;Gütersloh
33335;Gütersloh
33378;Rheda-Wiedenbrück
33397;Rietberg
33415;Verl
33428;Harsewinkel
33442;Herzebrock-Clarholz
33449;Langenberg
33602;Bielefeld
33604;Bielefeld
33605;Bielefeld
33607;Bielefeld
33609;Bielefeld
33611;Bielefeld
33613;Bielefeld
33615;Bielefeld
33617;Bielefeld
33619;Bielefeld
33647;Bielefeld
33649;Bielefeld
33659;Bielefeld
33689;Bielefeld
33699;Bielefeld
33719;Bielefeld
33729;Bielefeld
33739;Bielefeld
33758;Schloß Holte-Stukenbrock
33775;Versmold
33790;Halle (Westfalen)
33803;Steinhagen
33813;Oerlinghausen
33818;Leopoldshöhe
33824;Werther (Westf.)
33829;Borgholzhausen
34117;Kassel
34119;Kassel
34121;Kassel
34123;Kassel
34125;Kassel
34127;Kassel
34128;Kassel
34130;Kassel
34131;Kassel
34132;Kassel
34134;Kassel
34212;Melsungen
34225;Baunatal
34233;Kassel, Fuldatal
34246;Vellmar
34253;Lohfelden
34260;Kaufungen
